Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra,xG Outside Box 1st Half,xG Outside Box 2nd Half,xG Corners 1st Half,xG Corners 2nd Half,xG FKs 1st Half,xG FKs 2nd Half,Shots in Danger Zone,Shots on Target in Danger Zone,Goals in Danger Zone,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
360,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,86,18,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,20,3,10,0.24,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,41,6,1,0,0,2,33.30%,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,2,20,5,40.00%,65.00%,8,4,1,6,13,1,66.70%,3,1.35,0,0,1,1,0,1,0.24,0,0.24,0,0.24,0,0,0.08,3,-,-,36.40%,1,15,14,2,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,89,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,3,0,0,0,0,0,0,0,0,0,5,0,0,8,2,0,0,30,9,3,1,1,6,100.00%,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,3,16,1,30.00%,90.00%,7,1,1,1,8,1,0.00%,3,0.47,0,1,2,2,3,1,0,0,0,0,0,0,0,-,0,0,0,35.40%,0,20,22,0,22,,YRK vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,0,Played,W 1-0,2276233,YRK vs FOR (2022-05-06),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,1,85,18,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,5,0.06,0,0,0,0,0,0,0,0,6,1,1,4,2,0,0,34,7,0,1,1,3,100.00%,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,15,2,17,4,55.60%,55.60%,3,2,0,3,5,1,0.00%,2,0.48,0,2,1,1,2,0,0,0.06,0,0.06,0.06,0,0,0.03,2,0,0,52.20%,2,38,23,1,23,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,5/15/2022,7vr03vkxl0logctgpffg250yc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,1,Played,L 0-1,2276240,VAL vs YRK (2022-05-15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,77,18,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,12,3,2,0.19,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,26,0,0,1,0,3,100.00%,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,8,1,25.00%,41.70%,3,1,1,6,5,1,100.00%,1,0.27,0,0,2,2,0,1,0.06,0.13,0.06,0.13,0.19,0,0,0.06,3,-,-,43.20%,0,18,17,0,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,76,25,38,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,100,6,1,0,1,2,33.30%,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,12,62,2,42.10%,82.90%,47,10,6,13,56,7,0.00%,1,1.19,0,1,1,1,0,1,0,0,0,0,0,0,1,-,0,0,0,65.20%,2,13,8,3,8,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,1,89,26,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,54,20,17,0.02,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,81,5,0,1,0,3,100.00%,2,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,15,14,52,1,40.70%,68.50%,28,3,6,9,38,7,0.00%,1,1.76,0,0,3,3,0,0,0,0.02,0,0.02,0.02,0,0,0.02,1,-,-,58.30%,1,24,12,4,12,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,51,11,29,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0,76,5,1,1,2,6,66.70%,2,0,7,0,0,1,0,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,20,15,41,1,31.40%,78.40%,24,12,4,15,32,4,-,0,1.54,0,1,4,4,2,0,0,0,0,0,0,0,0,-,0,1,1,33.30%,2,21,7,5,7,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,59,11,38,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,87,4,0,0,2,3,-,0,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,15,36,1,28.80%,83.10%,22,20,7,26,24,9,-,0,0.29,0,2,2,2,1,0,0,0,0,0,0,0,0,-,0,0,0,34.10%,1,22,6,5,6,,HFX vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,4,0,Played,W 4-0,2276244,HFX vs FOR (2022-05-20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,44,2,32,0,0,0,0,0,0,0,0,0,5,0,0,11,3,1,0,69,8,1,1,1,3,50.00%,0,0,8,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,31,6,32,3,43.20%,77.30%,17,17,0,21,22,1,0.00%,1,1.08,0,1,0,0,1,2,0,0,0,0,0,0,0,-,0,0,0,36.70%,4,11,8,6,8,,FOR vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,6/12/2022,7xalg1ec3gwvx9usvsss4j28k,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,3,0,Played,W 3-0,2276253,FOR vs PAC (2022-06-12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,4t92bvofxxvfqe6f2w9gs8t0p,216587,C. Bent,Cory Bent,Left Winger,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,200948,Cory,Bent,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,HFX Wanderers,1,78,25,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,0,11,5,4,0.06,1,0,0,0,0,0,0,0,3,0,0,8,2,0,0,32,6,1,1,1,3,50.00%,0,0,4,1,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,4,12,1,9.10%,81.80%,6,3,0,4,7,0,-,0,0.49,0,3,1,1,0,2,0.04,0.02,0.04,0.02,0.06,0,0,0.03,2,0.33,-,44.00%,1,28,9,0,9,,PAC vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,1,2,Played,L 1-2,2276226,PAC vs HFX (2022-04-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,4t92bvofxxvfqe6f2w9gs8t0p,216587,C. Bent,Cory Bent,Left Winger,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,200948,Cory,Bent,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,HFX Wanderers,1,90,25,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,4,5,31,10,12,0.27,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,45,3,0,2,0,2,100.00%,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,4,23,2,29.00%,71.00%,12,8,2,9,18,4,0.00%,2,1.01,0,2,0,0,1,1,0.27,0,0.27,0,0.27,0,0,0.09,3,0,0,53.70%,3,19,10,1,10,,HFX vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2276230,HFX vs EDM (2022-04-30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,4t92bvofxxvfqe6f2w9gs8t0p,216587,C. Bent,Cory Bent,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,200948,Cory,Bent,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,1,26,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,8,3,0,1,0,1,100.00%,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,3,66.70%,100.00%,1,1,1,1,1,1,-,0,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,-,-,44.90%,1,20,15,1,15,,HFX vs YRK,TRUE,FALSE,TRUE,FALSE,FALSE,6/4/2022,7wtvfsqbligsp1ot5eov65tec,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,1,0,Played,W 1-0,2276249,HFX vs YRK (2022-06-04),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7yio8rqcy9vth90ps5f5j0s0l,178892,M. Restrepo,Mateo Restrepo,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,1,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,47,33,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,62,4,4,0,2,9,80.00%,3,2,8,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42,20,0,55.30%,91.50%,17,0,26,0,18,29,-,0,0.93,0,0,8,8,1,0,0,0,0,0,0,0,1,-,0,-,-,34.30%,0,29,14,1,14,,YRK vs HFX,FALSE,TRUE,TRUE,FALSE,FALSE,4/7/2022,7snp2xnuij3sfcod749flhes4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,1,0,Played,W 1-0,2276216,YRK vs HFX (2022-04-07),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7yio8rqcy9vth90ps5f5j0s0l,178892,M. Restrepo,Mateo Restrepo,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,1,86,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,40,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,77,2,0,2,0,7,100.00%,5,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,0,38.50%,93.80%,36,0,25,0,38,27,0.00%,1,0.67,0,0,6,6,1,0,0,0,0,0,0,0,0,-,0,-,-,33.30%,0,17,8,2,8,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7yio8rqcy9vth90ps5f5j0s0l,178892,M. Restrepo,Mateo Restrepo,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,1,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,69,44,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,84,1,2,2,3,10,100.00%,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,52,31,0,37.70%,85.50%,23,1,35,1,28,40,100.00%,1,1.01,0,0,8,8,2,0,0,0,0,0,0,0,1,-,0,-,-,53.70%,0,19,10,2,10,,HFX vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2276230,HFX vs EDM (2022-04-30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7yio8rqcy9vth90ps5f5j0s0l,178892,M. Restrepo,Mateo Restrepo,Right Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,HFX Wanderers,1,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,-,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,75.00%,25.00%,1,0,0,0,2,2,-,0,0.13,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,1,1,34.20%,0,25,19,0,19,,VAL vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7yio8rqcy9vth90ps5f5j0s0l,178892,M. Restrepo,Mateo Restrepo,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,1,4,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,100.00%,0,0,1,0,0,1,0.00%,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,51.10%,0,14,14,0,14,,HFX vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7yio8rqcy9vth90ps5f5j0s0l,178892,M. Restrepo,Mateo Restrepo,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,1,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,48,32,11,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,58,4,1,1,0,6,66.70%,4,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,34,23,0,50.00%,89.60%,19,0,24,0,23,25,66.70%,3,1.52,0,0,6,6,0,0,0,0,0,0,0,0,1,-,0,-,-,17.90%,0,14,18,1,18,,CAV vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,6/11/2022,7x6a13297w4yer6wc2w65wphw,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,1,Played,L 0-1,2276252,CAV vs HFX (2022-06-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,dryx6vgko76wuqqr4g9pjl4ru,849653,S. Young,Sean Young,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,509902,Sean,Young,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,1,22,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,11,1,4,0.07,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,3,0,0,1,2,0.00%,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,6,1,72.70%,45.50%,2,2,1,4,5,2,100.00%,2,0.29,0,0,1,1,1,0,0.07,0,0.07,0,0.07,0,0,0.07,1,-,-,16.10%,0,33,16,1,16,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,dryx6vgko76wuqqr4g9pjl4ru,849653,S. Young,Sean Young,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,509902,Sean,Young,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,1,27,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,24,7,12,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,36,4,1,4,0,5,83.30%,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,11,0,25.00%,79.20%,10,7,2,11,10,3,100.00%,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,-,0,-,-,34.00%,2,26,14,1,14,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
