Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
292,ekpuqpny9mue83orafcamp2i,223356,A. Pepple,Aribim Pepple,Right Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,490180,Aribim,Pepple,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Cavalry,1,16,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,-,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,1,0.00%,100.00%,0,2,0,2,0,0,-,0,0.4,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0.1,1,-,-,35.90%,1,11,12,0,12,,EDM vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,0,Played,W 3-0,2276234,EDM vs CAV (2022-05-07)
292,ekpuqpny9mue83orafcamp2i,223356,A. Pepple,Aribim Pepple,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,490180,Aribim,Pepple,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,1,16,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,-,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,0,0.00%,100.00%,2,2,0,2,2,0,100.00%,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,37.80%,1,23,15,0,15,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Left Attacking Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Pacific,1,13,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,0,0,1,1,-,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,6,0,50.00%,75.00%,2,1,0,1,3,0,75.00%,4,1.2,0,0,1,1,0,0,0,0,0,0,0,0,0,-,0,-,-,16.10%,0,33,16,0,16,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,27,20,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9,3,0,0,0,0,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,2,4,100.00%,0.00%,0,0,0,0,1,0,100.00%,1,0.9,0,0,0,0,0,0,0.41,0,0.41,0,0.41,0,0,0.2,2,-,-,55.60%,0,15,8,0,8,,PAC vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,4/17/2022,7tnrk7s1kn6cat4od23gqvl04,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,3,2,Played,W 3-2,2276223,PAC vs VAL (2022-04-17)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,-,-,0,0,0,0,0,0,0.00%,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,34.00%,0,26,14,0,14,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Second Striker,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Second Striker,Pacific,1,13,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.00%,83.30%,0,5,0,6,0,0,0.00%,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,44.10%,0,15,10,0,10,,EDM vs PAC,FALSE,TRUE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,25,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,9,0,0,0,0,-,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,9,1,3,1,42.90%,57.10%,1,3,0,5,2,0,50.00%,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,55.80%,1,17,11,1,11,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,3,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.00%,100.00%,1,1,0,1,1,0,0.00%,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,38.60%,1,16,10,0,10,,PAC vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
292,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,85,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,5,7,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,0,27,4,1,2,1,5,100.00%,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,14,2,23.50%,70.60%,7,5,0,7,10,0,25.00%,4,2.7,0,1,1,1,3,1,0,0,0,0,0,0,1,-,0,0,0,38.50%,2,25,11,1,11,,PAC vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,5/28/2022,7wbfumbhncegii9hi6bdw2zv8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,2,Played,T 2-2,2276245,PAC vs VAL (2022-05-28)
292,3y5rrahty1k0l1hnww3bcozmy,650368,O. De Rosario,Osaze De Rosario,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,429109,Osaze,De Rosario,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,14,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.00%,100.00%,1,1,0,1,1,0,-,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,36.40%,0,15,14,0,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07)
292,3y5rrahty1k0l1hnww3bcozmy,650368,O. De Rosario,Osaze De Rosario,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,429109,Osaze,De Rosario,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,90,20,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1,17,6,8,0.4,1,0,0,1,0,0,0,0,3,0,0,5,1,0,0,36,6,0,0,0,1,0.00%,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,16,4,11.80%,82.40%,9,5,0,6,11,0,33.30%,3,0.4,0,1,1,1,0,0,0.4,0.04,0.4,0.04,0.44,0,0,0.11,4,0,0,40.00%,0,24,9,1,9,,EDM vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
292,3y5rrahty1k0l1hnww3bcozmy,650368,O. De Rosario,Osaze De Rosario,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,429109,Osaze,De Rosario,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,81,20,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,9,0,19,2,8,0.2,1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,34,11,0,0,1,1,-,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,0,14,4,26.30%,52.60%,3,7,0,13,6,0,50.00%,12,1.1,0,0,0,0,1,0,0.17,0.06,0.17,0.06,0.22,0,0,0.07,3,-,-,27.60%,0,20,14,4,14,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22)
292,3y5rrahty1k0l1hnww3bcozmy,650368,O. De Rosario,Osaze De Rosario,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,429109,Osaze,De Rosario,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,90,20,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2,18,3,6,0.9,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,28,5,1,0,1,3,50.00%,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,16,4,22.20%,50.00%,7,2,0,7,11,0,66.70%,3,0.5,0,0,1,1,2,0,0.1,0.79,0.1,0.79,0.1,0,0,0.44,2,-,-,52.20%,2,38,23,3,23,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,5/15/2022,7vr03vkxl0logctgpffg250yc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,1,Played,L 0-1,2276240,VAL vs YRK (2022-05-15)
292,3y5rrahty1k0l1hnww3bcozmy,650368,O. De Rosario,Osaze De Rosario,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,429109,Osaze,De Rosario,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,1,27,20,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,2,4,0.1,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,20,4,1,0,1,2,50.00%,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,9,0,33.30%,66.70%,5,1,0,2,6,1,100.00%,2,0.4,0,0,0,0,2,0,0.1,0,0.1,0,0.1,0,0,0.05,2,-,-,43.20%,0,18,17,1,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
292,3y5rrahty1k0l1hnww3bcozmy,650368,O. De Rosario,Osaze De Rosario,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,429109,Osaze,De Rosario,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,90,20,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,12,7,3,0.8,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,26,7,0,0,0,1,-,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,1,15,3,16.70%,83.30%,9,1,0,2,10,0,50.00%,4,1.8,0,0,1,1,0,0,0.75,0,0.75,0,0.75,0,0,0.25,3,-,-,44.40%,0,13,17,0,17,,YRK vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2276246,YRK vs CAV (2022-05-29)
292,ccezbk51pdo61agdtdcxrd9wq,799859,K. Poku,Kwasi Poku,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,496171,Kwasi,Poku,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,1,73,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,47,14,19,0,0,0,0,0,0,0,0,0,7,0,0,4,2,0,0,82,8,1,1,0,2,66.70%,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,18,17,47,2,53.20%,70.20%,22,5,6,6,30,11,0.00%,1,1.1,0,3,0,0,1,1,0,0,0,0,0,0,1,-,0,0,0,65.20%,1,13,8,0,8,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
292,ccezbk51pdo61agdtdcxrd9wq,799859,K. Poku,Kwasi Poku,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,496171,Kwasi,Poku,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,1,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,63,18,38,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,92,3,3,3,0,7,85.70%,1,1,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,20,52,0,46.00%,88.90%,38,11,7,13,42,8,-,0,0,0,1,4,4,3,0,0,0,0,0,0,0,0,-,0,0,0,39.50%,1,13,11,2,11,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23)
292,ccezbk51pdo61agdtdcxrd9wq,799859,K. Poku,Kwasi Poku,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,496171,Kwasi,Poku,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,1,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,57,24,24,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,90,8,0,0,3,3,0.00%,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,30,23,37,1,42.10%,84.20%,25,10,13,12,29,16,100.00%,1,1.5,0,5,1,1,1,1,0,0,0,0,0,0,1,-,0,0,0,33.30%,1,21,7,2,7,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06)
292,8texi81doeqhy7eu6fnhrstbe,639232,J. Assi,Jean-Aniel Assi,Right Winger,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,496689,Jean-Aniel,Assi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Cavalry,1,15,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,11,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,2,3,25.00%,50.00%,0,4,0,6,2,0,-,0,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,31.10%,1,13,5,1,5,,ATO vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/9/2022,7svngikxjdp572w3h94c27hg4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276217,ATO vs CAV (2022-04-09)
292,8texi81doeqhy7eu6fnhrstbe,639232,J. Assi,Jean-Aniel Assi,Right Winger,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,496689,Jean-Aniel,Assi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Cavalry,1,64,17,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,0.1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,22,8,2,0,0,2,100.00%,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,1,9,2,50.00%,75.00%,2,1,0,2,2,0,0.00%,1,0.9,0,1,0,0,2,0,0.07,0,0.07,0,0.07,0,0,0.07,1,0,0,34.90%,0,21,15,1,15,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
292,8texi81doeqhy7eu6fnhrstbe,639232,J. Assi,Jean-Aniel Assi,Left Winger,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,496689,Jean-Aniel,Assi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,Cavalry,1,30,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0.8,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,8,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0.00%,0.00%,0,0,0,1,1,0,-,0,1.2,0,1,0,0,0,0,0.81,0,0.81,0,0.81,0,0,0.81,1,0,0,30.60%,0,13,14,1,14,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
292,8texi81doeqhy7eu6fnhrstbe,639232,J. Assi,Jean-Aniel Assi,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,496689,Jean-Aniel,Assi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,1,66,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,23,4,15,0.1,0,0,0,0,0,0,0,0,4,1,1,5,4,0,0,38,7,0,0,0,1,0.00%,1,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3,18,6,30.40%,82.60%,12,7,0,8,13,2,0.00%,1,0.4,0,0,1,1,0,0,0,0.06,0,0.06,0.06,0,0,0.06,1,-,-,35.90%,1,11,12,3,12,,EDM vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,0,Played,W 3-0,2276234,EDM vs CAV (2022-05-07)
