Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
9,6oy4mzcnojabnil6u43mxal4a,752927,M. Shaw,Malcolm Shaw,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,478934,Malcolm,Shaw,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,9,722,26,0,8,1,10,9,1,4,2,4,2,1,0,0,1,0,2,0,2,1,0,4,0,1,0,10,27,7,147,49,64,2.01,2,0,1.39,3,1,0,10,10,14,1,1,44,7,0,0,303,68,1,9,4,17,71.40%,3,1,22,9,1,4,1,3,12,7,3,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,25,123,34,146,24,24.50%,76.90%,65,40,8,52,81,14,37.90%,29,10.25,1,6,6,6,7,4,1.67,0.34,1.67,0.34,2.01,10,0,0.1,20,0.33,0.33,40.30%,6,189,146,5,146,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07)
12,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,9,710,24,1,3,0,7,4,3,2,5,7,5,2,1,1,4,0,2,0,1,0,0,1,0,2,2,11,37,6,176,39,94,1.65,2,1,0.65,1,1,5,4,9,54,3,1,90,27,0,0,468,98,8,11,6,26,79.20%,0,0,43,3,1,4,5,4,20,0,1,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,44,191,43,234,18,33.50%,75.60%,82,43,8,56,109,11,48.40%,31,14.71,1,35,6,6,16,4,0.62,1.03,0.62,1.03,0.86,8,1,0.08,21,0.26,0.17,30.70%,21,207,162,10,162,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
12,6d56vy4w9i65ye4c5t5txgkix,491595,T. Borges,Tristan Borges,Centre Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,225058,Tristan,Borges,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Forge,6,427,23,1,4,1,7,6,1,1,1,1,0,1,1,1,1,0,5,0,4,0,0,0,2,3,5,3,30,3,156,40,83,3.52,5,1,1.17,5,1,4,5,9,15,2,1,21,4,1,0,273,36,5,4,3,12,60.00%,0,0,29,3,1,2,3,2,2,3,2,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,135,23,115,26,26.30%,78.80%,64,50,9,62,82,12,50.00%,2,2.87,5,26,2,2,7,3,2.61,0.9,2.61,0.9,2.73,8,1,0.35,10,0.31,0.33,43.90%,10,98,54,10,54,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06)
14,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,11,868,26,1,5,2,13,12,1,3,2,7,2,4,1,1,1,0,6,0,5,2,1,3,2,2,5,11,54,16,232,57,105,6.1,6,2,0.88,9,2,1,7,8,9,1,0,30,6,2,1,363,55,3,6,4,20,56.30%,7,3,23,5,0,8,0,0,6,6,3,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,14,164,34,165,40,32.30%,69.80%,88,63,11,89,125,18,32.10%,28,10.93,6,6,10,10,5,5,4.96,1.14,4.96,1.14,5.31,6,1,0.24,25,0.17,0.17,38.10%,13,235,150,12,150,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
14,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,152275,Ben,Fisk,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Cavalry,9,507,29,3,4,0,2,0,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,8,192,56,91,0.27,0,0,0.62,0,0,1,7,8,5,1,0,12,2,1,0,290,24,2,3,1,10,41.70%,3,2,33,1,1,3,0,2,2,0,2,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5,110,40,140,7,38.00%,76.60%,86,47,14,58,113,21,20.00%,5,6.48,0,29,8,8,2,0,0.27,0,0.27,0,0.27,8,0,0.03,9,0.21,0.06,33.10%,10,145,106,15,106,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16)
14,79xw5l1zq2huxdmeod9t19nmd,166598,J. Escalante,José Escalante,Left Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,128665,José,Escalante,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Cavalry,9,598,27,3,1,0,1,1,0,1,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,26,6,160,60,68,0.32,0,1,1.48,0,3,4,4,8,23,1,1,40,5,0,0,318,46,4,14,2,30,69.20%,9,3,24,8,1,3,3,5,5,2,4,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,5,137,69,112,20,26.90%,80.00%,60,44,24,57,71,32,31.30%,16,8.18,0,19,17,17,9,4,0.21,0.1,0.21,0.1,0.32,7,0,0.05,6,0.16,0.07,33.10%,7,145,106,18,106,,VAL vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
14,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,7,504,25,1,4,1,6,6,0,2,1,2,0,2,0,0,0,0,3,0,3,1,1,1,2,0,3,3,24,3,243,48,168,1.77,3,1,1.23,3,2,2,6,8,29,3,3,36,17,1,1,397,34,4,6,1,13,71.40%,2,0,24,2,1,2,1,1,5,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,228,20,149,35,19.80%,88.90%,91,119,6,136,100,7,100.00%,2,3.71,2,28,5,5,6,2,1.65,0.12,1.65,0.12,1.77,7,0,0.16,11,0.07,0.08,45.80%,11,133,68,22,68,,EDM vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
14,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,9,551,29,3,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,13,226,106,75,0.25,0,0,0.56,1,0,4,4,8,10,2,2,33,5,0,0,318,27,10,9,11,36,65.50%,6,3,38,0,3,6,0,2,1,0,2,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,2,44,87,187,6,35.00%,80.10%,123,16,42,21,149,56,66.70%,9,6.35,0,8,16,16,17,3,0.23,0.02,0.23,0.02,0.25,8,5,0.12,2,0.25,0,40.30%,11,189,146,5,146,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07)
14,3hebpt7rddccp0powpyfwri7d,244528,T. Campbell,Terran Campbell,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,243961,Terran,Campbell,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,7,533,23,1,3,1,6,6,0,5,0,6,2,2,1,0,0,0,2,0,1,0,1,1,2,0,8,2,27,1,150,35,87,2.64,2,2,1.78,5,3,0,8,8,13,0,0,28,6,0,0,265,33,2,6,4,12,50.00%,0,0,27,3,0,1,5,0,4,6,2,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,142,9,114,30,20.70%,81.30%,59,57,6,76,68,6,55.60%,9,5.43,2,7,2,2,8,2,0.92,1.72,0.92,1.72,1.85,6,0,0.16,17,0.43,0.43,46.80%,14,122,60,16,60,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07)
14,622w13rktz2os2jlo286col3p,92693,M. Aparicio,Manuel Aparicio,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,168505,Manuel,Aparicio,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,8,648,26,0,2,0,3,2,1,0,4,3,2,1,0,0,1,0,2,0,2,2,0,2,0,0,0,4,79,11,373,106,177,1.33,2,1,1.89,2,2,0,8,8,19,0,0,44,11,0,0,503,48,5,10,6,25,45.50%,3,2,52,4,3,5,4,1,3,0,2,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,5,152,82,269,11,34.30%,75.90%,172,64,47,92,224,57,55.60%,18,5.42,2,17,12,12,7,6,1.21,0.12,1.21,0.12,1.33,7,0,0.13,10,0.41,0.42,38.90%,19,163,103,25,103,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
21,7e4doqzolxn7u9s2txuyclejt,261926,A. Daniels,Aidan Daniels,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,244377,Aidan,Daniels,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,6,469,23,0,4,0,6,2,4,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,24,11,185,72,78,0.51,0,0,0.66,0,0,2,5,7,21,1,0,33,11,1,0,288,27,9,4,4,19,72.20%,2,1,28,1,0,2,2,1,1,1,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,9,98,48,142,10,29.70%,81.10%,93,36,21,44,111,30,71.40%,7,7.36,0,8,7,7,6,6,0.49,0.02,0.49,0.02,0.51,7,1,0.04,14,0.38,0.2,40.40%,12,176,121,2,121,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22)
21,9ciad1fw48orv5aph9o83f6ne,768080,V. Loturi,Victor Loturi,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,482884,Victor,Loturi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,9,679,21,1,3,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37,12,320,150,121,0.24,0,1,0.58,0,1,1,6,7,16,2,0,27,7,0,0,427,45,3,3,6,19,26.10%,5,1,55,2,1,3,0,4,5,0,3,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,86,87,254,7,27.80%,84.70%,185,42,44,50,215,55,38.50%,13,7.62,0,6,11,11,6,2,0.15,0.09,0.15,0.09,0.24,6,5,0.06,4,0.17,0.17,33.10%,22,145,106,9,106,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07)
21,4t92bvofxxvfqe6f2w9gs8t0p,216587,C. Bent,Cory Bent,Left Winger,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,200948,Cory,Bent,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,HFX Wanderers,7,504,25,1,5,0,4,3,1,1,3,2,2,0,0,0,1,1,1,1,1,0,0,0,0,2,0,6,22,9,107,28,48,0.72,2,0,0.66,0,1,0,7,7,17,1,0,32,9,1,0,216,23,2,6,3,11,80.00%,0,0,25,2,0,3,2,3,6,12,2,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,104,22,90,16,29.90%,71.00%,41,29,6,40,57,10,57.10%,7,4.41,0,21,2,2,4,5,0.46,0.26,0.46,0.26,0.72,8,0,0.07,10,0.14,0,42.90%,10,152,89,12,89,,VAL vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
21,5ggjixg89r56xz7skcr1v9rf8,790768,S. Salter,Samuel Salter,Right Winger,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,531507,Samuel,Salter,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,HFX Wanderers,9,518,21,4,3,1,7,7,0,1,1,2,0,1,0,0,0,0,2,0,1,0,0,2,1,1,2,5,25,6,143,39,73,1.31,2,0,1.21,3,2,1,6,7,21,0,0,45,12,0,0,263,41,3,6,4,18,69.20%,5,4,30,6,0,3,5,2,5,2,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,126,31,106,19,17.50%,78.30%,52,51,9,67,62,14,52.20%,23,8.39,1,5,9,9,6,3,0.84,0.47,0.84,0.47,1.31,7,2,0.12,11,0.2,0.2,39.70%,14,193,129,12,129,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22)
21,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Right Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Valour,9,793,23,0,2,0,7,6,1,3,0,4,1,2,0,0,0,0,1,0,1,1,0,1,0,0,2,8,27,7,147,42,71,2.2,1,0,0.37,2,0,0,7,7,24,2,2,36,13,0,0,295,61,2,3,2,9,35.70%,2,2,28,4,1,2,4,2,5,3,2,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,12,148,37,110,31,30.60%,76.90%,54,43,16,60,67,20,26.70%,30,12.76,1,16,4,4,5,0,2.13,0.07,2.13,0.07,2.2,7,2,0.16,14,0.19,0.19,43.20%,6,220,129,15,129,,YRK vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
26,cseaof8mo75i2fufyg0b4bpat,179163,F. Aird,Fraser Aird,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,133078,Fraser,Aird,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,5,434,27,0,1,0,2,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,51,15,216,60,90,0.41,0,1,0.89,1,3,4,2,6,4,0,0,16,2,1,1,363,12,1,7,10,25,61.50%,6,2,31,0,2,0,1,1,2,0,2,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,112,56,195,5,47.20%,69.40%,99,34,17,46,143,27,66.70%,3,5.15,0,34,13,13,10,2,0.37,0.04,0.37,0.04,0.41,5,0,0.1,4,0.18,0,33.70%,10,80,59,11,59,,YRK vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2276246,YRK vs CAV (2022-05-29)
26,6yyhtcimqzsoqhp2clnj5x3sa,575525,Z. Fernandez,Zachary Fernandez,Right Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,427322,Zachary,Fernandez,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,HFX Wanderers,8,706,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,308,110,127,0.06,0,1,0.68,0,1,2,4,6,16,0,0,59,5,0,0,546,36,9,15,14,50,80.00%,12,4,31,3,3,5,7,8,4,0,3,0,0,0,0,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4,128,184,234,9,43.20%,76.90%,126,50,61,61,159,88,68.80%,16,7.87,0,23,32,32,14,4,0.06,0,0.06,0,0.06,5,1,0.06,1,0.17,0.15,40.70%,4,166,107,13,107,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,5/15/2022,7vr03vkxl0logctgpffg250yc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,1,Played,L 0-1,2276240,VAL vs YRK (2022-05-15)
26,36rdw5qnbds89elpiwowqtt2i,569043,M. Hernández,Mateo Hernández,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222603,Mateo,Hernández,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,5,261,23,2,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,2,81,26,31,0.15,0,0,0.22,0,0,2,4,6,9,0,0,18,3,0,0,148,17,2,4,2,10,85.70%,2,1,15,4,2,2,2,3,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,60,29,59,6,34.60%,70.40%,31,12,14,21,42,18,66.70%,6,3.3,0,19,5,5,5,0,0.15,0,0.15,0,0.15,6,1,0.05,3,0.26,0.3,42.80%,4,106,88,4,88,,FOR vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,5/14/2022,7ve593zeywji6ty225c3mb9ck,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276237,FOR vs ATO (2022-05-14)
26,2bwli6laejcfs9eb6euey2lbe,768079,G. Bitar,Gabriel Bitar,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,483256,Gabriel,Bitar,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,9,783,23,0,3,0,5,1,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,55,12,228,68,93,0.36,0,1,0.45,0,1,0,6,6,42,1,0,60,26,2,1,378,50,7,15,11,39,66.70%,6,2,57,1,2,2,0,3,5,0,1,0,0,0,0,0,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,6,15,80,84,214,10,37.30%,70.60%,106,23,32,37,150,41,40.00%,10,16.01,0,0,21,21,16,2,0.31,0.05,0.31,0.05,0.36,5,3,0.04,8,-,-,30.70%,22,207,162,9,162,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
26,6cd1hn16e1opa0gzfkefmpnu,738138,M. Camara,Mamadi Camara,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,474165,Mamadi,Camara,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,8,587,27,1,2,0,3,3,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,1,1,2,2,18,8,136,58,52,0.95,2,0,0.25,3,0,0,6,6,12,0,0,36,8,0,0,212,32,6,6,5,17,75.00%,0,0,35,4,2,5,2,1,4,3,1,0,0,0,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,4,45,37,130,7,23.50%,80.90%,77,18,15,22,89,25,47.40%,19,13.3,2,0,5,5,10,2,0.88,0.07,0.88,0.07,0.95,6,1,0.24,4,-,-,30.00%,7,209,156,7,156,,EDM vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,5/22/2022,7w3cr8d8o97ighxffac7o2qdw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276243,EDM vs ATO (2022-05-22)
26,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,8,719,26,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,19,480,143,248,0.15,0,2,0.75,0,3,0,6,6,25,1,0,62,17,1,0,682,44,6,6,10,30,60.00%,7,3,49,2,0,7,4,13,11,1,3,0,0,1,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14,192,118,372,12,35.80%,81.50%,248,94,49,123,297,60,45.50%,11,7.23,0,11,17,17,9,4,0.12,0.02,0.12,0.02,0.15,4,1,0.07,2,0.27,0.27,45.80%,18,133,68,28,68,,ATO vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,1,0,Played,W 1-0,2276221,ATO vs HFX (2022-04-16)
